Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,5,5,4200.0,4215.7324400002835,4175.97190000015,4297.272399999201,0.0,0.6090863049043374,0.6090863049043374,4200,4200,4200,4300,4300,4300,4300,4300,4300,4300,4300
,Aggregated,5,5,4200.0,4215.7324400002835,4175.97190000015,4297.272399999201,0.0,0.6090863049043374,0.6090863049043374,4200,4200,4200,4300,4300,4300,4300,4300,4300,4300,4300
