Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,131,0,3,6.294829770996427,2.0433999999340813,109.03859999996257,568.0,4.496875329723549,0.0,3,4,4,4,7,27,57,90,110,110,110
,Aggregated,131,0,3,6.294829770996427,2.0433999999340813,109.03859999996257,568.0,4.496875329723549,0.0,3,4,4,4,7,27,57,90,110,110,110
