Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,28,0,3,6.349739285724354,2.284499999404943,63.12379999963014,626.0,3.16741563421342,0.0,3,4,5,6,8,13,63,63,63,63,63
,Aggregated,28,0,3,6.349739285724354,2.284499999404943,63.12379999963014,626.0,3.16741563421342,0.0,3,4,5,6,8,13,63,63,63,63,63
